C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16
-1.306129,0.421589,-1.072957,0.788034,-0.316346,-1.132047,0.636013,-0.856804,0.611933,2.512303,-1.139485,-0.705910,-0.908848,-0.077576,-0.382654,-0.072014,0
-0.133489,-0.509461,0.626907,-1.125874,-0.047070,1.074938,-0.726177,0.765134,0.595003,0.804434,-0.143389,-1.043274,-0.672471,-1.441690,-0.979887,2.038521,0
0.081946,-0.379356,0.877219,0.180654,2.485331,0.706481,-0.789621,0.289652,0.611257,0.566345,1.389489,1.813276,-1.822573,-0.848119,0.080431,0.508422,1
-0.098223,0.287839,1.216062,1.776814,2.847992,-0.542981,0.131664,-0.644305,0.934967,0.379450,-1.292411,0.777733,-0.429386,-1.366566,-0.420226,1.115205,1
-1.654858,0.081372,-1.234155,-1.010173,-2.935795,-1.506429,0.406644,-1.536298,-0.594807,-1.522660,1.599378,-0.236242,-1.418839,1.163013,-1.200146,-0.796789,1
-0.274628,0.073816,-1.161366,0.539915,0.938756,0.370711,0.013186,-0.347971,1.907911,-0.151649,0.387293,-0.351796,-0.405084,-0.549047,-0.421061,1.447254,1
0.159141,0.706341,0.607699,1.188290,-0.856506,-0.074950,1.097834,-0.644131,0.617458,1.372176,1.084616,-1.222118,0.407257,0.388081,0.395739,1.049458,0
-1.213873,0.888380,1.699305,1.534345,-0.978783,-0.925499,1.371044,-0.018514,-0.102801,-0.643249,-1.744531,1.255047,-0.363381,-0.590638,-1.043312,0.518223,0
1.622801,-0.563471,-0.297299,-1.149420,0.184921,0.141123,-0.826566,0.135931,0.016786,0.173146,0.652176,1.663886,0.041036,-1.396664,1.258377,1.056719,0
2.572875,-0.285813,-0.527886,-0.993974,-0.922625,-0.480354,-0.318890,1.701970,-0.324098,-1.439587,0.385620,1.358567,1.175765,1.287526,0.517394,-0.783254,0
0.202860,-0.351941,-0.756049,-0.866103,-0.251010,0.609327,-0.480074,-0.068320,1.450244,-1.828567,0.184910,0.075700,-1.250188,0.098527,-0.471372,0.058664,0
-0.880026,0.086847,0.401199,-0.336167,-1.298145,2.395698,0.252776,1.399807,-0.609722,-0.532954,0.417763,-1.279209,0.077703,0.077502,-0.636870,0.181192,1
-1.139646,0.057922,0.525970,-0.661890,-1.948350,0.795241,0.275492,1.099539,-0.297660,-1.779214,-0.139244,-0.193110,1.193642,0.100467,-0.237162,-0.231569,0
0.995621,-0.581180,-0.070991,-0.640086,1.539852,-0.279809,-0.985770,0.018427,0.232190,-0.320929,-2.177653,-0.539046,-0.751845,0.535469,-0.713278,2.046864,1
0.554373,-0.803486,0.011565,-1.496246,0.616834,-0.048140,-1.213521,0.535736,-1.871812,1.009011,1.815841,0.381263,1.686212,-0.582344,0.652683,-0.062140,1
0.251474,0.242819,1.144991,0.028390,-1.234591,2.029899,0.470244,0.131004,-0.453787,-1.518702,2.486673,-0.015559,-0.633670,-1.557778,0.430996,-1.584281,1
1.450495,0.394764,1.001203,0.430969,-1.055353,0.832236,0.670510,-0.377943,-0.912390,-0.241897,-0.339899,-0.350655,1.301489,-1.034066,0.674457,1.238893,0
-0.637937,-0.794921,1.038513,-1.597078,0.321414,0.850187,-1.172062,-1.175431,1.405838,-0.443428,-0.987200,1.360633,0.867108,0.999412,0.480331,-0.695635,1
-1.434663,0.550866,-0.669009,0.496146,-1.732978,-1.980563,0.961357,-0.832189,-0.698198,-0.429917,0.678316,-1.278521,0.803741,-1.105664,1.725553,0.307209,0
0.438016,0.734401,0.992085,1.031310,-1.395557,0.386803,1.191318,0.105006,0.702362,0.640996,0.082146,0.042432,-0.083666,1.039834,-0.513822,0.167946,0
2.496566,0.164720,-1.541307,0.477100,0.294910,0.081128,0.207169,-1.704778,0.193686,0.367408,0.148157,-0.997961,-0.338614,-0.176600,-0.611280,-0.921655,1
1.177445,0.271090,-0.851195,0.631400,0.104959,2.253240,0.378516,-0.804819,-0.923067,0.060923,0.331874,1.202014,-0.002819,0.597434,1.559222,0.202850,1
-1.925897,-0.665438,-0.128519,-0.943024,1.243344,0.203773,-1.077359,-0.367709,-0.258748,-1.741038,-0.295189,-0.425858,0.219198,0.557774,-1.311710,-0.016926,1
0.457462,0.328654,0.272682,1.772771,2.618673,0.265460,0.212858,0.348690,-0.524572,-1.628164,-1.184986,0.924060,0.598674,1.740214,0.499627,-0.411625,1
0.733213,0.295755,-1.890847,1.274298,1.562546,0.440009,0.269960,0.445346,1.247138,-0.472468,1.143254,-0.722242,-1.067129,0.452677,-0.979107,0.412289,1
-0.094358,1.282045,-0.283453,2.039030,-1.845904,0.883786,2.021390,1.872571,0.871309,-0.181306,-0.070781,-0.771169,0.211956,0.665740,2.744269,1.075884,0
0.541017,-0.204716,0.271211,-0.345134,0.246417,1.068203,-0.318002,0.443836,-0.384292,-1.603592,2.211629,-1.040863,0.438376,-1.516959,-0.887693,1.223680,0
1.347129,-0.074981,-0.649141,-1.264192,-2.723898,0.727211,0.161428,0.657739,0.025732,-1.192011,-0.478472,0.014035,-0.382637,-0.710944,-1.164027,-0.414537,0
0.090330,0.862727,-0.208680,1.958803,0.208904,-0.059146,1.216960,-0.446408,1.335979,-0.137245,0.047637,-0.531584,-0.717309,-0.058063,0.340353,1.361649,0
-0.696724,0.203718,0.627127,0.513279,0.174835,0.383861,0.274970,1.103494,-0.105599,0.701979,0.079366,-0.677195,-0.163810,-0.463169,0.908411,-1.073880,1
-0.109980,0.631359,-0.839923,1.475979,0.257980,0.683748,0.880214,-0.073889,-0.279200,1.145821,-0.156416,-0.096086,-0.424325,-0.305646,-0.486038,1.616029,1
-1.775851,0.288292,-0.150943,0.862377,0.583816,-0.438785,0.355904,0.947985,0.446699,1.032795,-0.448376,1.197801,-0.009512,1.464044,0.576731,-0.705320,0
0.652407,0.511212,-1.310332,0.706884,-0.998659,-1.093422,0.831958,0.724320,-0.573959,0.018972,1.194088,0.536323,1.232902,-1.138667,0.333251,-0.663055,0
-0.149325,-0.637087,0.678939,-1.677646,-0.725997,0.162162,-0.842213,-0.360626,-0.434626,0.367328,0.930449,1.371863,-0.281531,0.208558,-0.529781,0.427653,0
0.508082,-0.259427,0.778892,-0.859802,-0.732554,-3.049532,-0.299810,-0.104506,-1.198127,-0.519875,-0.304746,-0.126657,0.406201,0.903125,-1.837544,0.434483,0
0.146014,-0.523755,-0.230563,-1.044929,0.229948,0.426168,-0.774039,0.437188,-0.873636,0.388690,0.788858,0.795221,-0.568215,0.652755,-0.828199,-1.704140,1
-0.942021,0.047481,-0.226326,-1.121637,-3.029369,0.045481,0.367267,2.145394,0.821777,-0.486419,0.979188,2.015592,-0.151656,0.126574,-0.258023,1.371089,0
1.129079,-0.728776,-1.142543,-1.675214,-0.227285,0.404824,-1.022990,-1.034897,0.697760,0.680350,-1.468109,0.325681,-0.326558,-1.435284,-1.329492,-1.090926,1
-0.403521,-0.295205,0.391119,-0.951409,-0.766879,-0.185447,-0.347743,-0.467983,1.048480,0.979206,0.787691,-0.230691,-0.752907,-0.398645,-0.414367,-1.113785,0
-0.026411,-0.442502,0.490686,-0.788423,0.427761,-0.253016,-0.677015,0.047722,-0.869396,0.059240,-0.127015,-0.861967,0.921239,-0.388351,-1.242738,-1.904866,0
-0.354618,0.341916,0.939032,0.332855,-1.014045,-1.947766,0.590621,0.269342,-0.265171,-2.318903,-0.646297,-0.052452,0.584390,-1.565832,0.543425,0.989959,0
0.096178,-0.000860,-0.071928,-0.865734,-2.136659,1.024606,0.209764,0.715425,-0.180804,1.196506,0.142388,-0.556438,-2.389189,-1.199918,-1.292000,0.284737,0
1.556652,0.180997,0.301602,2.121374,4.274346,0.005882,-0.162457,1.759577,-0.391811,-0.158642,0.919730,0.536689,-0.056314,1.539390,1.056962,0.418373,1
-0.928236,0.787824,-0.900394,1.198267,-1.269685,-0.418064,1.255524,0.036872,1.382840,0.553677,0.421381,0.249809,0.344867,-0.116408,-0.796768,-0.414728,0
-0.243408,-0.027005,0.368665,-1.006263,-2.343749,0.406627,0.192710,1.410292,-0.847172,0.360291,-0.315457,1.007523,1.055367,-0.558107,0.023823,-0.691475,0
0.768940,-0.705723,-0.399802,-1.189561,0.850038,-0.204751,-1.096308,-0.466092,-0.581182,1.344432,-0.972891,0.770636,-1.027217,0.382367,-0.879038,1.692204,1
-0.466489,-0.408746,1.142588,-0.846277,0.103277,0.705199,-0.596549,-1.157139,0.391824,0.927157,0.309343,-2.398339,-0.809046,-1.002479,-1.104369,1.212475,0
0.602711,0.124798,0.911266,0.737852,1.154368,0.848971,0.065029,0.534455,-0.059760,0.128746,-0.573222,-1.077766,1.177882,-1.864102,-0.772043,0.442140,1
0.086837,-0.202039,-0.679157,-0.669900,-0.571238,0.559428,-0.233416,0.278305,-2.258963,0.794675,1.502768,-0.281669,0.620095,-2.529725,2.128665,-0.415471,0
2.020359,0.296445,0.714044,1.500132,2.117412,-1.000470,0.216155,-1.784147,-1.592549,-0.296913,0.476520,-1.160362,0.970531,2.108865,1.359751,-1.448751,1
0.367884,-0.940161,-1.488502,-2.182524,-0.346156,-0.601911,-1.314485,0.741698,-1.225726,0.532264,1.252812,0.448580,-1.334881,-0.295797,0.657377,-1.241352,1
-0.809450,0.101173,-0.565856,0.739529,1.285468,-2.671786,0.018191,-1.041624,0.702012,0.120498,-0.150300,0.376664,-0.267981,-1.402697,-0.513313,-1.935870,0
-0.477881,0.354454,-0.909582,0.568394,-0.498840,0.427647,0.557728,-0.055429,-1.157749,0.595270,-0.833748,-0.971567,0.558368,-1.252909,0.428565,0.474127,0
0.088632,-0.514943,-0.236125,-0.413747,1.743742,0.408801,-0.910887,1.086977,1.663854,0.986050,0.669695,-0.133928,-0.110606,-0.104592,-0.030911,-1.022189,1
-2.042007,-0.347459,-0.438217,-0.599737,0.383728,1.593949,-0.536326,1.041455,-0.325498,1.000347,0.957130,0.372001,1.182579,-0.103961,1.855980,0.542949,0
-1.390914,-0.346867,0.370451,-1.087807,-0.826628,0.509444,-0.415953,0.318752,0.819635,2.377744,-0.460960,0.640832,0.418550,-0.164610,0.704359,0.552185,0
1.837464,-0.219311,-1.474775,-1.726237,-3.091140,0.439132,-0.009348,0.427676,-0.840395,0.721634,-0.482585,-1.050967,-0.773099,-1.204683,0.752981,-0.277590,0
1.838498,0.155951,0.813363,0.491827,0.378454,1.665916,0.186340,-0.661400,1.118990,0.153520,0.489306,0.195337,-2.224478,0.466143,-0.241132,-0.670844,1
0.279331,0.226242,-1.720935,1.685808,2.953902,1.405006,0.032843,-0.307770,1.496018,0.649124,-1.363155,-0.110390,-0.286685,-0.046415,-0.127633,0.267680,1
0.422913,0.678887,0.656951,1.228054,-0.610624,0.086111,1.034169,-0.591887,1.309699,2.447814,0.581610,-0.586865,2.119778,-0.881169,-1.346051,0.581135,0
-0.306450,-0.591371,0.248964,-0.901783,0.947343,1.037316,-0.941879,-0.849106,-1.173193,0.366817,1.767112,0.617001,0.783842,-0.563375,0.132909,0.479725,1
0.673643,-0.389008,-0.832197,-0.472120,0.922639,0.922982,-0.649147,0.391203,-0.181624,0.296452,-0.159517,-0.880334,-0.007912,-0.563374,1.306120,1.470154,0
-0.195983,-0.394178,-0.122936,-1.354693,-1.232510,-1.064240,-0.443739,-1.100713,-1.714846,-1.500434,-0.998385,0.127642,-2.006401,2.265989,1.666566,0.514713,0
2.641379,-0.797493,1.179790,-1.358563,0.925171,1.370557,-1.235373,-0.232119,0.254910,-1.841269,-0.988059,-0.701369,-0.423951,0.567752,-0.821028,-0.465018,1
0.492854,0.202396,-1.300529,0.541069,0.250672,0.877995,0.265584,-0.346705,0.989421,-0.921289,0.980854,-1.479915,-0.302915,0.395045,0.814766,-0.532169,0
-0.993064,-0.857631,-0.477843,-1.760297,0.254691,-0.674982,-1.255431,0.446837,1.137416,0.224315,-0.525338,-0.006356,0.210229,-1.088813,0.207964,1.032227,1
1.787499,0.501092,-0.418558,1.314748,0.559195,-0.527260,0.663600,-0.967438,0.559994,0.156263,-0.784659,1.676704,-0.947021,-0.935101,-0.028046,-1.445823,1
0.379625,-0.433832,-1.300516,-0.888744,0.133039,-0.936327,-0.635473,0.003820,0.272186,0.176838,0.441500,1.804810,-0.042942,2.291933,0.549804,0.456651,0
-0.190481,-0.606333,-0.250126,-0.681262,1.573172,-0.528535,-1.025143,-0.709241,0.445842,0.161127,-0.785366,0.619985,-0.661461,0.493194,1.533901,-1.609103,1
0.011655,-0.520877,0.044739,-0.376534,1.867674,-1.235576,-0.931639,0.350152,-0.228579,0.185144,0.938936,1.023233,0.788976,-0.455271,-0.269016,1.203120,1
1.112543,0.391500,-0.728071,1.159792,0.764835,-0.661123,0.486082,1.271495,1.493825,-0.005360,1.275519,-0.031926,0.818123,0.699388,-0.887046,1.295815,1
0.604972,0.145850,2.316061,1.082106,1.892715,-1.037009,0.022314,0.289872,-0.961455,0.876908,2.514434,1.071745,0.442350,-0.567448,1.140661,-2.402216,1
-0.884808,-0.318722,0.409654,-0.948011,-0.632101,-1.260025,-0.394789,-0.146026,-0.756683,-1.149013,0.548376,-0.794465,1.077286,-0.813429,1.225706,0.472008,0
-0.505788,-0.175907,0.593165,-0.989723,-1.502702,0.130631,-0.103946,1.958168,2.418663,-1.145451,-1.132678,-1.854021,-0.872951,0.873952,0.184819,-0.747098,0
-0.993924,0.200785,0.712736,0.317767,-0.292979,-1.482366,0.316959,0.205101,1.598563,-0.353350,0.805574,-0.160209,1.888336,0.357467,0.866285,-2.008939,1
-0.217073,0.392677,0.179015,2.006731,2.853309,-0.179454,0.281529,-1.302544,0.992616,-0.831000,0.052544,-1.073087,-1.924422,0.124288,-0.979216,-1.110487,1
1.962184,0.160499,0.611863,0.895069,1.351385,0.929008,0.096785,-1.994403,0.547393,1.697070,0.216202,0.681424,-1.101222,-0.516174,-0.833242,-0.663047,1
-0.628364,1.091988,0.766634,1.906399,-1.152664,-0.119942,1.680294,-0.407756,-0.555192,1.477144,-0.316044,-0.739879,-1.061130,-1.486892,-0.226143,1.257033,0
1.614649,0.391818,1.064133,2.022539,2.897024,-0.051371,0.275980,-0.134643,1.826385,-0.445235,-1.742272,1.116971,-0.340209,0.983824,0.808351,0.475216,1
-0.635977,0.464040,0.991075,0.972300,-0.088700,-1.670364,0.674428,0.100109,1.146620,-0.610265,-0.508815,-2.155144,-0.650562,0.177323,2.239234,-0.511735,0
0.534229,-0.225369,-0.431809,-1.664082,-2.904856,0.525539,-0.036434,2.104275,0.324646,0.074945,0.814286,-0.560941,-0.994766,1.799025,-0.004932,0.845317,0
-0.845187,-0.632307,0.538434,-1.207736,0.410579,-0.435763,-0.947595,-1.098061,-0.150597,0.943956,-1.711274,-0.299285,-0.492462,-0.155312,1.433069,0.546093,1
-0.209266,0.368012,-1.722955,0.524132,-0.681171,-0.559776,0.595183,1.018218,-1.240678,-1.990503,-1.790141,-0.140703,0.181256,-0.212332,-0.170528,-0.607210,0
-0.687579,-0.317376,-0.667999,-0.422715,0.659918,1.926581,-0.520447,1.862569,1.087225,-2.390856,0.177621,0.512959,0.261103,1.020387,1.072403,-0.075082,0
0.287956,0.248450,1.213597,1.092487,1.367059,0.625042,0.221404,-0.677229,-0.255566,0.633310,-0.145666,-0.773632,0.088138,2.065237,-0.847788,-0.577440,1
1.274612,0.543769,-1.767433,0.975395,-0.509480,1.612483,0.830354,-0.260928,0.859744,-0.737014,-0.474734,0.465675,-0.935920,1.093729,2.086976,0.863474,0
-1.043362,0.339533,0.819865,0.716864,-0.051440,1.497116,0.492143,0.855726,0.689732,0.504534,-0.693615,1.012942,-0.506886,-0.081839,1.515235,0.751739,0
0.076402,0.357656,2.003293,0.533248,-0.602976,0.150133,0.572605,-0.557198,-0.312403,0.931940,1.264934,1.424336,1.057209,-1.802793,0.029376,0.154718,0
-1.477358,0.203471,-0.509281,0.768083,0.806386,1.011699,0.212249,0.350729,-0.515491,1.277356,-0.129649,-0.657168,0.601890,-0.052083,1.731794,-0.615085,1
0.558832,-0.188384,2.220677,-0.750744,-0.844574,0.514934,-0.186835,1.585287,0.030760,-1.218566,1.176225,-0.054543,-1.545492,-1.675682,0.008618,0.920364,0
0.980564,0.267668,-1.092453,1.243682,1.637753,-2.045834,0.222241,-0.815777,0.576559,0.398874,-0.621329,-0.268819,-0.090345,1.147776,1.850655,-0.593906,1
-0.602760,-0.349018,-0.854114,-0.665288,0.229978,-0.294847,-0.523380,1.273848,0.896035,0.317986,0.333816,-0.000851,0.090432,-2.319330,-0.800078,2.426257,0
0.988935,0.215393,0.058647,1.481780,2.507562,0.063156,0.061356,1.478696,-0.434208,-0.510166,-0.039941,-0.220708,1.000811,-0.758437,-1.465841,1.064501,1
0.554769,-0.142206,-0.684621,-0.484090,-0.433175,0.030149,-0.161219,-0.590316,0.440716,-0.825568,1.093773,0.806699,0.614131,1.064792,-1.540441,1.172609,0
0.972705,0.870472,0.947611,1.523387,-0.909661,-0.175614,1.338530,-0.476104,-0.195017,-1.285574,0.258466,-0.455564,0.429069,1.162243,-1.782755,-0.107702,0
0.339859,-0.193324,0.754401,-0.960166,-1.336006,0.130192,-0.145391,1.715378,-0.615331,1.630330,1.584289,1.280928,0.683307,0.661638,-1.010892,-2.721743,0
0.155789,-0.214312,1.890765,-1.007070,-1.339233,-0.147235,-0.175181,1.349059,-0.299232,-1.734872,1.170613,1.396347,0.896459,-1.006575,1.255793,0.562689,0
0.484265,-0.195099,0.873560,-1.201230,-1.922705,-0.924544,-0.090001,-0.820088,2.113318,-0.068602,0.889819,-0.927500,-0.165389,-0.136319,-0.528045,-0.771888,0
0.046434,0.389195,1.819221,1.901412,2.611523,0.626447,0.300412,-0.835668,-2.099230,0.595807,-1.650289,-0.217841,1.845379,-0.060956,0.154621,-0.688613,1
0.080485,0.179616,-0.619071,1.373090,2.430982,0.756814,0.017597,0.529701,-0.038255,-1.562325,0.388249,1.142562,-1.287042,-0.124103,1.121403,-1.686675,1
0.440179,0.974917,0.153184,1.325338,-1.960753,-0.580241,1.592155,0.178592,-0.027468,-1.644480,-1.083981,-1.073815,0.267627,0.083842,0.855916,0.616180,0
-0.306937,-0.770733,-0.208726,-1.703630,-0.072107,-0.668408,-1.098502,-0.080890,-0.262067,-0.084798,-0.525928,-0.320711,-0.523991,-0.271171,-0.700619,0.131834,1
0.908021,-0.687314,1.071158,-1.008798,1.198214,-1.651155,-1.104284,-1.378136,0.225017,1.038049,-0.239393,-1.201829,-0.449739,-2.031792,-0.587775,-0.378992,1
-0.521520,-0.187065,-1.259610,-0.860773,-1.123800,-0.298643,-0.157370,-0.188275,0.750015,0.499831,0.308468,0.334430,0.049893,-0.725337,-0.028143,0.784673,0
-0.768729,-0.501359,1.308898,-0.668346,1.041032,-1.233590,-0.822008,-0.417135,-2.013817,-1.080502,-0.219502,0.397398,-0.825898,0.259360,0.936694,1.714508,1
0.316762,-0.291788,-0.512932,-0.411783,0.549455,-0.264641,-0.472831,0.070220,0.602333,-0.934630,0.338390,-1.697347,-0.974058,0.947808,0.129547,0.549392,0
0.578483,0.417933,-2.023509,1.746756,2.074576,1.145370,0.394661,0.243275,-0.281751,1.221022,0.229196,0.495695,0.135517,1.206843,-1.064755,-1.307838,1
1.488834,-0.523894,0.430321,-0.299031,2.075580,-0.888223,-0.956498,0.439396,0.809494,-0.115106,0.458145,1.362015,0.331322,1.388015,1.107830,1.130166,1
1.912599,0.376684,-1.014376,0.609478,-0.516682,1.291161,0.591380,-0.182339,-0.957774,0.886369,-0.623341,0.174640,1.185699,0.347696,2.023566,-0.795586,0
0.098037,-0.588653,1.068582,-0.711721,1.402829,1.180313,-0.982959,0.707608,-1.291673,-0.596054,1.073744,-0.741510,-1.014851,1.202408,1.708344,-0.033335,1
0.648851,1.348591,-0.146076,1.950110,-2.423429,-0.510296,2.173883,-0.457251,1.044762,-1.642041,-0.708203,-0.496405,0.827957,-0.355699,-1.037749,-0.661069,0
-1.094792,0.606865,-1.696077,0.730151,-1.455111,-0.597551,1.014248,-0.508035,1.992650,1.752366,0.555462,1.753566,-0.347224,-1.489493,0.140911,-0.466491,0
0.857544,-0.531316,-0.672398,-0.421616,1.812262,0.354123,-0.941141,0.730813,-0.364641,1.857923,-0.168096,0.949399,-0.186065,0.477232,-0.325719,1.360597,1
-0.122530,-0.844750,-0.990371,-1.472230,0.897969,0.358851,-1.300477,0.338446,0.658384,0.419608,0.808466,0.253418,-0.199843,-0.811106,-0.070387,-0.564099,1
-0.247639,0.531783,-0.353281,0.738381,-1.031294,0.661722,0.864690,0.462160,-1.253987,-1.262891,-1.926643,-1.528871,-0.116543,0.186229,1.145597,-0.452737,0
-0.968263,-0.494013,-0.803560,-0.833376,0.593376,0.558538,-0.767263,-0.147468,0.427159,0.236909,0.772297,-1.430393,-0.248347,-0.116008,-1.767819,-1.649322,0
-1.325026,0.289646,-0.423765,0.119654,-1.260490,0.792308,0.539975,0.377152,0.506163,-1.108834,1.555991,2.264146,0.400704,-0.342676,-0.415768,0.693835,1
-0.371268,0.229147,0.154196,0.551668,0.133139,-1.679434,0.315565,2.511369,0.612360,-0.117934,-1.760967,-0.032204,0.283455,-0.298456,-2.035855,-0.038806,1
-0.195447,0.548168,0.863143,1.078640,-0.277755,-1.215294,0.813781,-1.601307,-0.351628,0.642695,-2.019376,0.468672,0.119174,0.624565,-0.979458,-0.757412,0
-0.340164,0.047122,0.718184,0.306766,0.505529,-0.386064,0.017676,-0.852348,-0.880854,0.579050,-0.460704,0.759281,0.572822,0.605577,1.017845,-0.623586,1
-0.269684,-0.716743,0.468934,-1.369386,0.464486,-1.122790,-1.074043,-0.884712,-0.429037,1.635274,1.500382,-0.674738,1.202551,1.617538,-0.497012,0.845347,1
-0.853848,0.417883,0.546589,1.460877,1.367762,0.278176,0.464387,-0.436894,-0.058003,-0.717653,-0.206061,0.300797,-0.464709,0.494922,-0.233051,-0.054055,1
0.493688,-0.614969,0.077526,-0.680566,1.621299,-0.574166,-1.042284,0.351028,0.551412,-0.094251,0.852828,0.865352,-1.059549,0.908558,1.660555,0.427286,1
0.036754,-0.706778,1.060691,-1.863045,-0.810067,0.459417,-0.933884,1.499146,0.786124,1.457692,1.458277,0.393094,0.369156,-1.446840,-0.295501,0.990046,1
-0.512541,-0.607569,-0.297172,-1.145946,0.430478,-0.185065,-0.914074,1.409537,-0.950668,0.782627,1.255170,-0.548929,-0.371376,-0.751669,0.648814,0.046720,1
0.240278,0.258681,-0.562784,0.488426,-0.181983,1.750061,0.389051,0.062253,1.069400,1.407657,-0.117608,2.202334,-0.597851,1.222308,-1.110172,0.666491,0
-0.981895,-0.253013,0.669083,-0.802272,-0.624730,-0.210202,-0.301256,0.401217,2.045675,-0.372814,-0.036748,1.270461,-0.162709,1.029412,-1.415344,0.077908,0
0.204897,-0.465530,-1.542347,-0.414968,1.475197,1.500704,-0.813485,-0.742204,-0.573191,-0.477831,-1.089899,1.383409,0.571193,0.936664,0.179912,-0.778098,1
-0.467529,0.351010,-0.540255,2.004081,3.070653,-0.876833,0.200295,-0.709954,-0.963938,-0.000310,0.779083,-0.674928,0.620528,-0.268658,1.926862,-1.068749,1
1.617971,-0.608833,0.050322,-1.159255,0.404351,0.113247,-0.913306,1.613975,1.040043,-1.413914,0.809187,-0.647517,0.365709,0.461559,1.283778,1.525128,0
0.414360,1.105158,-0.164693,1.551712,-2.100706,-0.382492,1.792806,1.425833,-0.393657,-2.381876,-0.762352,0.575713,1.994811,-0.802319,0.432791,1.148604,0
-0.140444,-0.744309,1.046287,-1.546085,0.175571,-1.511674,-1.085056,2.087891,-1.726238,-1.212683,0.378872,-1.931294,0.282355,0.226652,1.124413,1.852947,1
0.002788,-0.486943,-2.835830,-1.161233,-0.255530,-0.077276,-0.673289,-2.009999,0.827771,0.376288,0.752470,-0.008005,0.404185,-1.304073,-0.586366,-0.137852,0
0.427572,0.703647,-1.017072,0.755990,-1.911268,0.108253,1.198129,0.217960,0.557452,-0.713081,1.492559,0.958376,-0.387216,-0.306880,-0.874455,0.795511,0
-0.319663,-0.627096,0.190460,-1.244961,0.290508,0.067267,-0.928263,1.644600,-0.668506,1.978135,0.288943,0.347479,0.080232,0.105084,-1.075230,-0.019989,1
-0.605211,-0.406004,0.704237,-0.403709,1.183176,-0.443070,-0.699257,-0.473106,-0.444914,-0.006195,-1.973893,1.546827,0.448218,-0.661298,-0.944855,0.751148,0
0.355029,-0.676011,-0.321088,-1.200552,0.663197,-0.407516,-1.035236,-0.191702,-0.795384,1.302167,0.676718,-2.145770,-0.987003,-0.917195,-0.316554,1.520332,1
1.471380,0.265557,0.159505,1.647940,2.648978,-0.678651,0.119352,-0.731020,-0.733729,-0.264667,0.107052,-0.717415,0.231411,0.984449,-0.640696,-0.191411,1
0.961667,-0.093207,1.409459,-0.909445,-1.748543,2.175114,0.038966,0.706050,-0.256610,0.908000,1.011060,0.431031,-0.276628,1.594524,-1.712754,1.605497,0
2.178511,0.280833,0.149237,-0.356001,-2.389606,0.509893,0.638835,2.015174,0.562257,0.500767,-0.093539,-0.599215,-0.681687,2.935826,0.514378,1.114996,1
0.493728,-0.459821,-0.817234,-1.017237,-0.045115,-0.157547,-0.655162,-0.685411,-1.913560,0.276755,0.643652,-0.517392,1.313993,0.871724,-0.332162,-0.561633,0
0.319842,0.382765,1.183911,0.305219,-1.301900,-2.965008,0.677644,0.552698,-0.074534,0.371874,-0.530998,1.563344,1.620690,-0.134049,-0.781714,0.673387,1
-0.106679,-0.279557,0.568089,-0.762287,-0.383195,1.620489,-0.363185,-0.313603,0.188019,0.568917,0.409985,-1.361575,0.352358,0.685332,-0.086259,-0.159512,0
-0.302444,-0.078941,0.134387,0.238106,1.013121,-1.192799,-0.213289,-1.054464,0.066362,-0.491567,0.840975,0.866621,-0.171891,1.001435,1.819046,0.448779,0
-2.082638,-0.175913,1.387988,-1.145397,-1.887711,-0.211170,-0.065934,0.523594,0.769466,0.933673,0.173400,-2.026960,-1.493641,0.125285,-0.288711,-1.050302,0
0.857123,-0.242036,-0.116303,-0.519832,0.014868,-0.146884,-0.348672,0.562809,0.919999,0.997779,0.260897,0.501725,0.192419,-0.327921,0.886012,0.825906,0
-1.134076,-0.374794,-0.941499,-1.286090,-1.166991,-0.951822,-0.422403,0.988925,0.283551,0.407256,-0.439204,-1.632289,0.079912,-0.955693,-0.235272,1.383388,0
-0.271551,0.623507,0.757239,1.278231,-0.188932,0.200021,0.913084,-1.537876,1.758077,1.437335,0.456897,-0.349480,-0.684437,0.197718,0.094565,0.055683,0
-1.288076,0.300327,-1.025514,1.102181,1.112269,0.300380,0.320983,-0.585987,-0.463395,0.986001,-1.163595,0.738363,0.962049,0.971290,0.444845,-0.682841,1
-1.323055,-0.304130,0.305668,-0.404031,0.634951,-0.277215,-0.498979,-0.738883,-0.786191,0.214691,0.282830,-0.994747,1.455241,-0.325779,1.032608,0.395836,0
-0.225418,0.124601,0.248775,1.281692,2.500547,-1.573435,-0.068192,-0.396474,1.407964,-0.613685,-0.016802,0.356163,0.329201,-0.466307,0.444132,-0.816351,1
0.041617,0.955327,-1.740934,1.344493,-1.808106,-0.900838,1.548978,0.433705,0.203566,-0.559816,-0.711757,0.496388,-0.840477,0.412861,-1.999737,-0.474197,0
0.044256,-0.813627,0.200782,-1.728289,0.097394,-0.934097,-1.176772,-0.174422,1.131032,-0.742201,-1.178091,-0.557345,-1.542879,0.310963,0.400974,0.535046,1
-0.977029,0.152152,-0.048511,0.329985,-0.001429,0.532400,0.218405,-0.159070,0.335977,-1.373766,0.590328,-1.068345,-1.507801,-0.509129,-0.215737,0.181460,1
0.563736,-0.627423,0.502491,-0.667541,1.720440,1.481740,-1.069940,0.281816,-0.571040,0.459513,1.002834,-0.026436,0.411028,-0.300453,-0.230774,0.279963,1
